<<<<<<< HEAD
﻿Wavelength (nm),Inner Disk Ratio of Fluxes,Outer Disk Ratio of Fluxes
0.6459,0.000855165,0.002417759
1.043,0.001117891,0.004780169
1.625,0.000667489,0.004109295
2.182,0.000320766,0.002891087
=======
﻿Wavelength (nm),Inner Disk Ratio of Fluxes,Outer Disk Ratio of Fluxes
0.6459,0.000855165,0.002417759
1.043,0.001117891,0.004780169
1.625,0.000667489,0.004109295
2.182,0.000320766,0.002891087
>>>>>>> origin
